OrderID,CustomerID,OrderDate,ShippingDate,ProductID,Quantity,TotalAmount,OrderStatus,PaymentMethod,ShippingAddress
ORD0000181,CUST0018,2024-07-26,2024-07-28,PROD0016,4,496.8,Delivered,Cash,"624 Alexander Place Apt. 272, Lake Darrylport, VA 40512"
ORD0000182,CUST0089,2024-03-11,2024-03-13,PROD0029,7,439.53,Delivered,PayPal,"7104 Sarah Motorway Suite 836, South Billyland, MN 01427"
ORD0000183,CUST0034,2024-03-08,2024-03-11,PROD0008,2,309.96,Shipped,PayPal,"90292 Banks Prairie, North Stacey, OH 18189"
ORD0000184,CUST0067,2024-09-18,2024-09-19,PROD0017,4,290.72,Delivered,Credit Card,"131 Reynolds Crescent, Robbinsmouth, NY 95807"
ORD0000185,CUST0066,2024-10-24,2024-10-27,PROD0003,5,545.5,Delivered,PayPal,"56821 Jessica Plaza, North Jessica, MS 49228"
ORD0000186,CUST0059,2024-06-07,2024-06-07,PROD0022,5,110.75,Canceled,Credit Card,"PSC 8986, Box 4391, APO AE 79793"
ORD0000187,CUST0099,2024-04-20,2024-04-20,PROD0021,2,178.08,Shipped,Credit Card,"458 Smith Alley Apt. 432, North Maria, WA 63927"
ORD0000188,CUST0100,2024-07-30,2024-08-02,PROD0001,2,134.28,Shipped,PayPal,"02553 Walter Park Apt. 453, New Emilybury, MI 52850"
ORD0000189,CUST0082,2024-09-08,2024-09-10,PROD0002,2,287.72,Delivered,PayPal,"8505 Phillip Throughway Suite 842, Brandonview, VA 10929"
ORD0000190,CUST0003,2024-03-24,2024-03-24,PROD0015,1,84.66,Delivered,Credit Card,"432 Wood View, East Tylershire, RI 78265"
ORD0000191,CUST0007,2023-12-13,2023-12-16,PROD0022,2,218.44,Shipped,Credit Card,"0092 Jackson Lodge, New Amy, ID 04639"
ORD0000192,CUST0007,2024-07-21,2024-07-24,PROD0018,3,216,Delivered,Cash,"8799 Stuart Key, Davetown, MT 48169"
ORD0000193,CUST0059,2024-01-26,2024-01-29,PROD0017,1,73.66,Shipped,Credit Card,"690 Christina Park, Toddburgh, FL 89463"
ORD0000194,CUST0050,2024-04-29,2024-04-30,PROD0003,1,110.24,Delivered,PayPal,"341 Rebekah Alley Suite 212, Gregoryview, NC 85025"
ORD0000195,CUST0002,2024-04-26,2024-04-29,PROD0014,4,406.8,Shipped,PayPal,"7149 Scott Stravenue Suite 698, South Sharonhaven, NY 27108"
ORD0000196,CUST0061,2024-04-26,2024-04-27,PROD0001,2,57.18,Canceled,Credit Card,"006 Stephanie Harbors Apt. 076, Andreahaven, NV 73361"
ORD0000197,CUST0067,2024-08-29,2024-08-29,PROD0001,2,301.14,Canceled,Credit Card,"290 Clark Meadows Apt. 312, Fullerfort, MD 58202"
ORD0000198,CUST0005,2024-10-14,2024-10-14,PROD0010,3,290.52,Delivered,Credit Card,"4758 Kimberly Lake, Phillipside, SD 78510"
ORD0000199,CUST0071,2023-12-22,2023-12-25,PROD0027,1,113.32,Shipped,Credit Card,"221 Lee Burg, Ruizshire, NC 07125"
ORD0000200,CUST0088,2024-01-08,2024-01-10,PROD0010,2,449.52,Delivered,Credit Card,"414 Mora Mountain, Bradville, FM 13697"
ORD0000201,CUST0029,2024-07-14,2024-07-16,PROD0008,2,237.68,Canceled,Credit Card,"495 Kaylee Shoals Suite 663, South Melissafort, NE 88237"
ORD0000202,CUST0021,2024-05-24,2024-05-24,PROD0019,2,109.38,Shipped,Credit Card,"3634 Lisa Mountain, Michaelmouth, MA 32750"
ORD0000203,CUST0075,2024-01-17,2024-01-17,PROD0004,4,321.04,Delivered,Credit Card,"537 Collin Radial, Danielburgh, CO 87131"
ORD0000204,CUST0004,2024-03-16,2024-03-16,PROD0015,1,208.99,Delivered,Credit Card,"116 Blake Inlet Suite 034, East Melanie, GA 62791"
ORD0000205,CUST0020,2024-02-16,2024-02-18,PROD0029,4,533.24,Delivered,PayPal,"106 Peter Oval Apt. 201, Lake David, MO 80128"
ORD0000206,CUST0088,2024-10-26,2024-10-27,PROD0012,7,539.35,Delivered,Credit Card,"913 Bruce Lodge, New Shaun, KY 44766"
ORD0000207,CUST0073,2024-07-15,2024-07-18,PROD0028,8,1010.8,Delivered,Credit Card,"2213 Lowe Motorway Apt. 586, Stephenton, DC 46263"
ORD0000208,CUST0061,2024-01-22,2024-01-23,PROD0017,6,621.48,Canceled,Credit Card,"27615 David Dale, East Christina, MD 87050"
ORD0000209,CUST0033,2024-05-25,2024-05-25,PROD0015,2,314.34,Delivered,PayPal,"440 Joseph Parkway Apt. 472, North Spencerhaven, OH 80804"
ORD0000210,CUST0061,2024-06-20,2024-06-20,PROD0008,1,61.12,Canceled,Credit Card,"5953 Braun Drive Apt. 720, New Melissaberg, WV 14838"
ORD0000211,CUST0007,2023-12-06,2023-12-06,PROD0009,1,180.55,Delivered,Cash,"310 Jessica Tunnel Suite 689, Paulaborough, MO 94836"
ORD0000212,CUST0051,2023-11-30,2023-12-03,PROD0016,4,305.88,Delivered,Credit Card,"070 Hernandez Flats, New Daisymouth, WV 37275"
ORD0000213,CUST0076,2024-10-22,2024-10-23,PROD0015,1,81.94,Delivered,Credit Card,"8675 Black Hollow Suite 856, Sarahview, UT 02371"
ORD0000214,CUST0046,2024-02-06,2024-02-09,PROD0020,4,568.12,Delivered,PayPal,"6622 Lee Extension Apt. 148, New Melissa, TN 64065"
ORD0000215,CUST0038,2024-01-01,2024-01-02,PROD0016,1,218.35,Delivered,PayPal,"2108 Jacqueline Course, New Derrickshire, IL 85185"
ORD0000216,CUST0035,2024-04-02,2024-04-05,PROD0017,2,292.98,Delivered,Credit Card,"7259 Catherine Track, Morrisonville, DC 55337"
ORD0000217,CUST0051,2024-10-06,2024-10-08,PROD0016,3,452.61,Shipped,Credit Card,"Unit 3224 Box 4527, DPO AP 44545"
ORD0000218,CUST0055,2024-06-14,2024-06-17,PROD0025,1,117.16,Delivered,Credit Card,"0035 Wilkerson Unions, Sarashire, DE 43520"
ORD0000219,CUST0064,2023-12-10,2023-12-10,PROD0015,4,498.28,Shipped,Credit Card,"3605 Jackson Corners Suite 709, Port Donald, OH 74865"
ORD0000220,CUST0016,2024-03-25,2024-03-28,PROD0018,6,405.66,Delivered,PayPal,"164 Campbell Lodge Apt. 712, Markberg, NM 58786"
ORD0000221,CUST0049,2023-11-17,2023-11-19,PROD0030,2,298.64,Shipped,Cash,"0429 Christian Way, Kaneside, SD 18675"
ORD0000222,CUST0045,2024-11-01,2024-11-02,PROD0019,2,523.1,Shipped,PayPal,"85921 John Flats Suite 306, Josephshire, KS 58556"
ORD0000223,CUST0020,2024-11-01,2024-11-02,PROD0006,3,190.5,Delivered,Cash,"7637 Aimee Ranch, Rittermouth, IL 74257"
ORD0000224,CUST0067,2024-03-29,2024-03-30,PROD0002,3,156.45,Delivered,PayPal,"43156 Kevin Glens, Port Richard, TN 10679"
ORD0000225,CUST0022,2024-09-29,2024-09-29,PROD0016,4,255.08,Delivered,Cash,"1193 Jason Summit Suite 891, Port Paula, WI 79877"
ORD0000226,CUST0093,2024-06-30,2024-07-02,PROD0018,1,36.67,Delivered,Credit Card,"3807 Andre Causeway Apt. 273, Baileyshire, CO 20206"
ORD0000227,CUST0100,2024-04-07,2024-04-09,PROD0007,3,358.29,Shipped,Credit Card,"548 Beverly Bridge, Gomezmouth, KY 45848"
ORD0000228,CUST0066,2024-09-28,2024-09-29,PROD0006,5,800.65,Delivered,PayPal,"0096 Ryan View, Hudsonport, GU 01054"
ORD0000229,CUST0027,2024-01-22,2024-01-23,PROD0019,1,16.76,Delivered,Cash,"100 David Lights Apt. 381, Port Blakefurt, GU 37592"
ORD0000230,CUST0022,2024-01-20,2024-01-21,PROD0020,1,36.32,Delivered,Credit Card,"568 Sandra Valleys, Caitlinton, MT 65046"
ORD0000231,CUST0030,2024-06-01,2024-06-03,PROD0024,1,163.64,Delivered,Credit Card,"Unit 0357 Box 2933, DPO AE 26719"
ORD0000232,CUST0065,2023-12-31,2024-01-02,PROD0020,3,206.61,Delivered,Credit Card,"4229 Hill Light Apt. 972, Floydchester, WV 51245"
ORD0000233,CUST0078,2024-01-03,2024-01-05,PROD0009,1,105.4,Delivered,Credit Card,"509 Jason Locks Suite 391, East Nicholeport, AK 42331"
ORD0000234,CUST0053,2023-12-29,2023-12-30,PROD0021,1,103.09,Delivered,Cash,"640 Taylor Passage, Lake Sean, RI 35897"
ORD0000235,CUST0018,2024-09-12,2024-09-12,PROD0026,5,620.2,Delivered,PayPal,"94351 Vasquez Village, Brianview, UT 14624"
ORD0000236,CUST0001,2024-04-02,2024-04-02,PROD0004,3,305.85,Delivered,Cash,"33361 Ortega Key Suite 080, Cohenview, AS 93457"
ORD0000237,CUST0072,2024-02-01,2024-02-02,PROD0013,6,251.88,Delivered,Credit Card,"86852 Lauren Heights, Gordonport, IA 71147"
ORD0000238,CUST0064,2024-06-27,2024-06-28,PROD0013,1,-21.11,Delivered,Credit Card,"3564 Hebert Cove, South Lisa, MI 66907"
ORD0000239,CUST0010,2024-01-04,2024-01-05,PROD0015,2,206.66,Shipped,Cash,"7594 Thomas Cape Suite 179, North Kathryn, VI 52129"
ORD0000240,CUST0098,2024-02-12,2024-02-15,PROD0007,1,127.09,Delivered,PayPal,"9480 Richard Streets, Millsbury, FM 32665"
ORD0000241,CUST0037,2024-01-17,2024-01-20,PROD0020,1,182.17,Shipped,Credit Card,"89245 Dixon Meadows, New Carol, HI 45282"
ORD0000242,CUST0065,2024-01-24,2024-01-25,PROD0017,3,65.58,Delivered,Credit Card,"2185 Curtis Summit, Lake Franceshaven, RI 91999"
ORD0000243,CUST0052,2024-11-07,2024-11-08,PROD0028,5,895.95,Delivered,Credit Card,"USNV Rogers, FPO AP 12377"
ORD0000244,CUST0058,2024-02-04,2024-02-07,PROD0008,7,666.19,Delivered,Credit Card,"8539 Green Tunnel Apt. 720, South Sarahview, WV 44380"
ORD0000245,CUST0088,2024-02-21,2024-02-23,PROD0019,2,-30.2,Delivered,Cash,"535 Rowland Stravenue Suite 306, Richardtown, ND 16074"
ORD0000246,CUST0073,2024-03-16,2024-03-19,PROD0022,3,126.78,Delivered,PayPal,"20843 Sanchez Port, Port Jeffreychester, MD 84944"
ORD0000247,CUST0012,2024-07-17,2024-07-20,PROD0018,2,198.38,Canceled,Cash,"17463 Jessica Mission Apt. 202, North Mitchellton, TN 29917"
ORD0000248,CUST0056,2024-10-15,2024-10-15,PROD0005,4,269.8,Shipped,Credit Card,"9585 Archer Ridges Apt. 323, North Donald, AZ 79205"
ORD0000249,CUST0024,2024-06-19,2024-06-22,PROD0028,1,121.67,Canceled,Credit Card,"7609 Warner Fords Apt. 948, Emilyhaven, WV 07092"
ORD0000250,CUST0069,2024-05-10,2024-05-12,PROD0002,1,7.48,Delivered,PayPal,"4841 Berry Glens, Shannonville, PW 77461"
ORD0000251,CUST0026,2024-09-26,2024-09-29,PROD0005,6,171.36,Shipped,Credit Card,"650 Maureen Stravenue, Marissaville, OH 26243"
ORD0000252,CUST0023,2024-06-23,2024-06-23,PROD0007,7,231.7,Delivered,Credit Card,"04718 Victor Freeway, Meredithhaven, ME 35117"
ORD0000253,CUST0098,2024-01-31,2024-02-03,PROD0005,8,1290.56,Delivered,Credit Card,"USCGC Morrison, FPO AA 40715"
ORD0000254,CUST0048,2024-03-22,2024-03-22,PROD0014,3,245.7,Canceled,PayPal,"51267 Cervantes Harbors Apt. 287, Greenville, CO 90556"
ORD0000255,CUST0035,2024-01-20,2024-01-20,PROD0002,3,262.65,Delivered,Credit Card,"5506 Thompson Haven Suite 088, Luisview, WV 81804"
ORD0000256,CUST0074,2024-07-15,2024-07-17,PROD0028,1,74.71,Delivered,Cash,"79259 Neal Overpass Apt. 723, Tammyville, VI 84493"
ORD0000257,CUST0016,2023-12-03,2023-12-06,PROD0024,2,197.46,Delivered,Credit Card,"905 Erika Mount Suite 327, Lake Katrinafurt, OH 07808"
ORD0000258,CUST0054,2024-02-25,2024-02-28,PROD0014,1,7.44,Shipped,Credit Card,"46894 Matthew Prairie, Josephbury, AR 97465"
ORD0000259,CUST0045,2024-06-03,2024-06-04,PROD0019,1,96.84,Shipped,Credit Card,"650 Jennifer Crescent, North Lori, ND 41520"
ORD0000260,CUST0052,2024-01-12,2024-01-12,PROD0017,2,197.7,Delivered,Credit Card,"787 White Greens, North Michael, TX 39235"
ORD0000261,CUST0084,2024-10-09,2024-10-10,PROD0020,7,1097.32,Delivered,Cash,"436 Brian Trafficway Apt. 295, North Bob, ND 21817"
ORD0000262,CUST0088,2024-06-26,2024-06-26,PROD0002,1,25.69,Canceled,Credit Card,"82660 Roberts Tunnel, East Briannatown, MN 48649"
ORD0000263,CUST0005,2024-03-26,2024-03-26,PROD0015,5,458.25,Shipped,Credit Card,"1635 Marsh Forest Apt. 928, West Bonnieside, SC 81852"
ORD0000264,CUST0087,2023-12-22,2023-12-25,PROD0009,2,215.4,Canceled,PayPal,"7472 Barnes Court Suite 242, Sethland, MN 49498"
ORD0000265,CUST0044,2024-02-27,2024-02-27,PROD0030,1,113.5,Delivered,PayPal,"63329 Riddle Meadow Apt. 052, South Robertshire, AS 12916"
ORD0000266,CUST0070,2024-10-06,2024-10-09,PROD0030,3,432.18,Delivered,PayPal,"9360 Richard Oval Suite 966, Brownburgh, GA 42498"
ORD0000267,CUST0028,2024-01-01,2024-01-02,PROD0024,1,162.4,Delivered,PayPal,"96324 Stephanie Mount Suite 758, West Ashley, AK 64880"
ORD0000268,CUST0041,2024-08-11,2024-08-13,PROD0022,1,134.48,Shipped,PayPal,"0496 Renee Forges, Andersonview, VA 83801"
ORD0000269,CUST0085,2024-06-26,2024-06-29,PROD0026,5,571.1,Shipped,Credit Card,"69757 Anthony Rapid, Sandovalchester, MI 41089"
ORD0000270,CUST0083,2024-09-19,2024-09-22,PROD0028,6,360,Delivered,PayPal,"6937 Heather Parks Suite 063, Hannahchester, CT 41016"
ORD0000271,CUST0046,2024-02-27,2024-02-29,PROD0029,2,329.36,Canceled,Credit Card,"2253 Brian Crossroad, Baileyport, HI 08507"
ORD0000272,CUST0060,2024-03-02,2024-03-03,PROD0002,1,122.03,Canceled,Cash,"64598 Jefferson Point Apt. 056, Nortonshire, AS 30502"
ORD0000273,CUST0091,2023-12-31,2024-01-03,PROD0022,6,714.06,Shipped,Credit Card,"485 Billy Crossroad, Colontown, MN 44395"
ORD0000274,CUST0027,2024-06-02,2024-06-02,PROD0004,3,408.45,Delivered,Credit Card,"119 Jason Row Suite 201, Lake Michaelchester, OK 91550"
ORD0000275,CUST0086,2024-07-22,2024-07-24,PROD0010,3,190.05,Delivered,Credit Card,"1124 Sandra Street, East Robin, MS 57548"
ORD0000276,CUST0069,2024-01-31,2024-02-02,PROD0001,3,269.34,Delivered,PayPal,"463 Lisa Ridges, Melissamouth, KS 67260"
ORD0000277,CUST0047,2024-02-13,2024-02-13,PROD0011,4,68.4,Shipped,Credit Card,"091 Reynolds Courts, North Markville, RI 37596"
ORD0000278,CUST0004,2023-12-22,2023-12-23,PROD0025,2,152.8,Delivered,Cash,"116 Hernandez Islands Apt. 232, Lake Ashleymouth, NJ 72211"
ORD0000279,CUST0029,2024-06-16,2024-06-16,PROD0019,4,420.64,Canceled,Credit Card,"91524 Shane Flats, Greenfort, ID 59837"
ORD0000280,CUST0076,2024-07-31,2024-07-31,PROD0011,1,73.49,Delivered,Cash,"656 Myers Curve, Rodriguezbury, PA 45756"
ORD0000281,CUST0068,2024-08-05,2024-08-06,PROD0019,2,321.4,Shipped,Credit Card,"47363 Riley Burg Suite 060, Lake Brandonchester, RI 39922"
ORD0000282,CUST0056,2024-05-08,2024-05-09,PROD0022,4,475.56,Delivered,Credit Card,"616 Pope Cape, Bradleystad, SD 88877"
ORD0000283,CUST0035,2024-09-07,2024-09-10,PROD0014,1,83.38,Delivered,PayPal,"819 Jason Prairie, Claytonville, CT 24182"
ORD0000284,CUST0082,2024-01-01,2024-01-02,PROD0010,2,132.92,Delivered,Credit Card,"79463 Alexa Oval, Port Jeremyfurt, UT 86921"
ORD0000285,CUST0003,2024-05-10,2024-05-10,PROD0028,2,307.56,Delivered,Cash,"26764 Andrea Plaza, Moorefort, WA 75588"
ORD0000286,CUST0079,2024-09-24,2024-09-25,PROD0024,8,814.96,Delivered,Credit Card,"9779 Rivera Route Apt. 148, West Sandy, VA 40309"
ORD0000287,CUST0076,2024-02-16,2024-02-19,PROD0009,1,61.99,Shipped,Credit Card,"4655 Megan Hollow Suite 313, Hahnburgh, MD 28397"
ORD0000288,CUST0013,2024-04-25,2024-04-28,PROD0022,10,557.2,Delivered,PayPal,"8561 Gonzales Court, Lake David, NC 35451"
ORD0000289,CUST0096,2024-02-25,2024-02-27,PROD0018,1,-19.89,Shipped,Cash,"09206 Cook Meadow Suite 047, North Austinside, IA 22021"
ORD0000290,CUST0071,2024-10-29,2024-10-30,PROD0007,2,179.56,Delivered,PayPal,"2847 Dana Grove Apt. 933, North Patty, AK 58407"
ORD0000291,CUST0001,2024-03-01,2024-03-04,PROD0003,2,248.3,Shipped,Cash,"7920 Desiree Branch, Gomezmouth, AK 89357"
ORD0000292,CUST0005,2024-10-20,2024-10-23,PROD0005,1,109.93,Delivered,Credit Card,"6067 Martin Forge, Port Amyville, NC 29023"
ORD0000293,CUST0071,2024-07-16,2024-07-16,PROD0014,1,71.5,Delivered,Cash,"4390 Krueger Harbors Apt. 992, South Kimberlyfort, MI 33289"
ORD0000294,CUST0016,2024-05-01,2024-05-04,PROD0005,9,1178.28,Delivered,Credit Card,"PSC 0822, Box 6349, APO AP 76356"
ORD0000295,CUST0090,2023-12-04,2023-12-04,PROD0011,1,99.36,Delivered,Cash,"547 Ramirez Isle, Tinaland, SD 58300"
ORD0000296,CUST0010,2024-06-10,2024-06-12,PROD0028,2,-65.88,Delivered,PayPal,"25638 Ramsey Road, Jonathantown, NC 08779"
ORD0000297,CUST0089,2024-11-14,2024-11-17,PROD0022,1,58.78,Delivered,Credit Card,"671 Jennifer Villages, South Jessica, MT 74080"
ORD0000298,CUST0036,2023-11-28,2023-11-29,PROD0022,1,65.08,Delivered,Credit Card,"2197 Sloan Ranch Apt. 803, Rojashaven, MT 18385"
ORD0000299,CUST0016,2024-06-17,2024-06-18,PROD0018,1,183.94,Delivered,PayPal,"8340 Neal Haven, Andersonborough, RI 39883"
ORD0000300,CUST0062,2024-10-03,2024-10-05,PROD0016,1,66.59,Canceled,Cash,"06680 Erica Lakes Suite 346, Arianaland, MD 28679"
ORD0000301,CUST0002,2024-07-30,2024-07-30,PROD0015,2,374.16,Delivered,Credit Card,"4538 Ashley Port Apt. 733, Ethanburgh, NV 30848"
ORD0000302,CUST0035,2023-12-01,2023-12-01,PROD0019,2,231.98,Shipped,Cash,"6602 Mckinney Inlet, New Jamesfort, MS 15293"
ORD0000303,CUST0046,2024-07-10,2024-07-10,PROD0007,1,93.29,Shipped,PayPal,"75399 Laura Knolls Suite 344, Port Aaronchester, VI 26796"
ORD0000304,CUST0024,2024-05-25,2024-05-25,PROD0023,2,283.66,Shipped,Cash,"722 Alicia Cliffs Suite 521, Stanleyborough, VT 64632"
ORD0000305,CUST0091,2024-08-04,2024-08-04,PROD0007,4,762.92,Delivered,Cash,"44846 Diana Park, South Kellymouth, TX 73145"
ORD0000306,CUST0088,2024-04-05,2024-04-08,PROD0007,2,226.84,Shipped,PayPal,"USS Pearson, FPO AE 99135"
ORD0000307,CUST0003,2024-11-06,2024-11-09,PROD0029,4,46,Shipped,Credit Card,"Unit 7572 Box 7514, DPO AP 74612"
ORD0000308,CUST0022,2024-02-04,2024-02-06,PROD0020,2,108.42,Delivered,Cash,"120 Drake Orchard Suite 206, Kevinton, UT 04795"
ORD0000309,CUST0069,2023-12-03,2023-12-04,PROD0001,1,140.47,Shipped,Credit Card,"67931 Shepard Extensions, Obrienland, AK 33461"
ORD0000310,CUST0051,2024-01-10,2024-01-10,PROD0018,9,1553.13,Delivered,Credit Card,"33800 Freeman Drive, North Nancyton, MH 07864"
ORD0000311,CUST0098,2024-07-19,2024-07-22,PROD0010,1,87.56,Delivered,Credit Card,"0741 Christopher Stream Suite 838, New Zachary, ME 69135"
ORD0000312,CUST0007,2024-02-19,2024-02-19,PROD0021,3,301.5,Shipped,PayPal,"14668 Moreno Creek Suite 612, South Shelleytown, OK 36145"
ORD0000313,CUST0077,2024-11-10,2024-11-10,PROD0030,1,178.69,Delivered,Credit Card,"00003 Rodriguez Street Apt. 447, Port Danielbury, KS 36038"
ORD0000314,CUST0046,2024-10-30,2024-10-31,PROD0013,2,179.74,Delivered,PayPal,"81554 Brown Lodge, Shellystad, KY 01429"
ORD0000315,CUST0026,2024-01-07,2024-01-07,PROD0024,2,150.42,Delivered,Credit Card,"16581 Gregory River, Port Angela, LA 92989"
ORD0000316,CUST0038,2024-05-27,2024-05-27,PROD0028,2,136.6,Delivered,PayPal,"53799 Sydney Parkways Apt. 735, Matthewtown, GU 56077"
ORD0000317,CUST0065,2024-09-02,2024-09-04,PROD0015,5,313.55,Delivered,Credit Card,"6653 Melissa Landing, Mckayside, FM 37483"
ORD0000318,CUST0066,2024-08-16,2024-08-16,PROD0010,1,31.19,Delivered,Cash,"16323 Matthew Walk, Curtisville, WY 79810"
ORD0000319,CUST0083,2024-06-15,2024-06-18,PROD0018,1,51.73,Delivered,Cash,"25765 Michael Highway Suite 627, Lake Steven, MT 71344"
ORD0000320,CUST0068,2024-07-16,2024-07-16,PROD0002,8,654,Delivered,Credit Card,"25531 Cox Causeway, Lake Samuelside, VI 84220"
ORD0000321,CUST0033,2024-07-09,2024-07-09,PROD0002,7,733.81,Delivered,Credit Card,"1313 Rose Underpass Apt. 550, Heathertown, MA 81407"
ORD0000322,CUST0085,2023-12-08,2023-12-10,PROD0015,5,1264.25,Delivered,PayPal,"68277 Smith Brooks Apt. 770, New Brian, CT 50147"
ORD0000323,CUST0022,2023-12-23,2023-12-24,PROD0012,2,217.32,Delivered,Credit Card,"949 Smith Wall Apt. 932, South Tonya, NV 25545"
ORD0000324,CUST0046,2023-11-19,2023-11-21,PROD0005,2,216.76,Delivered,PayPal,"776 Roberson Terrace, Morganside, SD 83462"
ORD0000325,CUST0035,2023-12-23,2023-12-26,PROD0012,6,644.52,Delivered,Credit Card,"7746 Kathryn Cape, Lake Sarahmouth, MS 64189"
ORD0000326,CUST0023,2024-02-14,2024-02-15,PROD0017,3,100.71,Canceled,Cash,"395 Heather Turnpike, Amandaburgh, NE 82068"
ORD0000327,CUST0001,2024-11-04,2024-11-06,PROD0004,6,585.9,Delivered,PayPal,"3195 Hernandez Valley Suite 871, Robertstad, MH 52814"
ORD0000328,CUST0018,2024-04-01,2024-04-03,PROD0021,2,90.62,Canceled,PayPal,"403 Richardson Course Suite 066, New Ronald, IA 85756"
ORD0000329,CUST0092,2024-07-16,2024-07-19,PROD0003,9,1772.64,Delivered,Cash,"PSC 6510, Box 3413, APO AA 11722"
ORD0000330,CUST0096,2024-02-02,2024-02-05,PROD0014,9,587.7,Shipped,Credit Card,"542 Deborah Park Apt. 279, North Kylemouth, VA 35586"
ORD0000331,CUST0097,2024-01-30,2024-01-30,PROD0006,2,143.34,Delivered,Credit Card,"542 Kim Lodge, Michaelfort, PR 54847"
ORD0000332,CUST0058,2024-01-22,2024-01-25,PROD0017,3,231.87,Delivered,Cash,"6670 Orozco Walks, Cooperton, MD 65305"
ORD0000333,CUST0015,2024-04-04,2024-04-04,PROD0021,5,563.2,Shipped,Credit Card,"18449 Richard Shoal Suite 157, Paynefurt, ND 46562"
ORD0000334,CUST0088,2024-07-19,2024-07-21,PROD0026,3,192.3,Delivered,Credit Card,"789 Robinson Stravenue, West Zacharyside, ID 79807"
ORD0000335,CUST0069,2024-06-11,2024-06-14,PROD0001,1,118.08,Delivered,PayPal,"618 Jose Junction, South Ginaberg, NY 77617"
ORD0000336,CUST0018,2023-11-22,2023-11-24,PROD0004,2,406.32,Delivered,Cash,"7498 Kelly Gateway Apt. 733, Lisaborough, PW 75402"
ORD0000337,CUST0011,2024-08-19,2024-08-19,PROD0029,3,256.35,Shipped,Credit Card,"3399 Mary Way, South Hannah, RI 10927"
ORD0000338,CUST0027,2024-11-01,2024-11-04,PROD0016,1,105.33,Shipped,Credit Card,"00517 Collins Lane Suite 385, Lake Markfurt, MN 16002"
ORD0000339,CUST0052,2024-06-09,2024-06-10,PROD0021,4,295.52,Delivered,PayPal,"Unit 2979 Box 9685, DPO AA 70478"
ORD0000340,CUST0072,2024-01-12,2024-01-12,PROD0007,3,331.83,Delivered,Credit Card,"14038 Chandler Points, Stephanieville, UT 97658"
ORD0000341,CUST0028,2024-09-17,2024-09-18,PROD0016,5,594.2,Shipped,PayPal,"38606 Lawrence Points Apt. 115, Patelborough, NM 61043"
ORD0000342,CUST0100,2024-01-21,2024-01-24,PROD0001,3,346.68,Shipped,Credit Card,"875 Mary Stream Apt. 557, New Joshua, CA 59698"
ORD0000343,CUST0015,2024-01-24,2024-01-26,PROD0011,4,490.96,Delivered,Credit Card,"482 Brittany Springs Apt. 827, North Lindseystad, WV 44516"
ORD0000344,CUST0075,2024-04-29,2024-04-29,PROD0001,2,197.82,Delivered,PayPal,"7998 Tammy Rapids, Mccartytown, MA 71081"
ORD0000345,CUST0011,2024-05-19,2024-05-20,PROD0003,2,289.78,Shipped,PayPal,"95092 Bates Falls Suite 736, Courtneyside, GU 02279"
ORD0000346,CUST0071,2024-04-07,2024-04-07,PROD0020,1,113.77,Shipped,PayPal,"PSC 9737, Box 6995, APO AA 56678"
ORD0000347,CUST0019,2024-05-18,2024-05-19,PROD0002,1,170.56,Delivered,PayPal,"30702 Frank Forest Apt. 163, East Nicholasville, MT 44462"
ORD0000348,CUST0086,2024-06-01,2024-06-03,PROD0005,1,61.63,Shipped,Credit Card,"11381 Tara Stravenue Apt. 910, West Sharon, OR 69273"
ORD0000349,CUST0076,2024-11-03,2024-11-04,PROD0015,2,423.22,Delivered,PayPal,"Unit 4499 Box 9354, DPO AE 96447"
ORD0000350,CUST0005,2024-07-19,2024-07-19,PROD0029,4,163.8,Delivered,PayPal,"332 Wells Circle Apt. 904, Port Brandonton, FL 28199"
ORD0000351,CUST0061,2024-11-03,2024-11-06,PROD0003,2,332.3,Delivered,PayPal,"PSC 1309, Box 7667, APO AE 36467"
ORD0000352,CUST0067,2024-08-08,2024-08-11,PROD0021,9,783.99,Delivered,Credit Card,"6590 Melanie Ramp Suite 737, West Johnbury, MP 98995"
ORD0000353,CUST0063,2024-11-04,2024-11-06,PROD0019,1,93.94,Delivered,Credit Card,"65333 Smith Station Apt. 013, Carlaville, ND 51823"
ORD0000354,CUST0084,2024-02-29,2024-03-03,PROD0018,3,450.72,Delivered,Credit Card,"7739 Kelsey Plaza, Lake David, MA 77063"
ORD0000355,CUST0095,2024-01-25,2024-01-26,PROD0020,3,84.72,Canceled,Cash,"643 Shelly Spur Apt. 344, Port Danielberg, ND 65936"
ORD0000356,CUST0090,2024-10-23,2024-10-25,PROD0015,2,334.22,Canceled,PayPal,"13983 David Flat, Marksfort, CT 48013"
ORD0000357,CUST0086,2024-04-27,2024-04-28,PROD0010,2,119.08,Delivered,Cash,"9929 Heather Land, Port Jennifer, IL 47504"
ORD0000358,CUST0073,2024-02-10,2024-02-11,PROD0027,2,125.56,Delivered,Credit Card,"9708 Harris Ville, North Mark, VI 64810"
ORD0000359,CUST0031,2024-09-06,2024-09-07,PROD0025,5,651.15,Shipped,Cash,"9823 Thomas Square Apt. 749, Shellytown, VT 80845"
ORD0000360,CUST0031,2024-03-30,2024-04-02,PROD0023,3,367.89,Shipped,Credit Card,"90702 Brian Glens, Jessicaland, GU 10999"
